XP_037509155.1	2184	Chitin_synth_2	5.8e-51	3e-26	1.9e-22	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_037509155.1	2184	Chitin_synth_2	5.8e-51	2.9	18000.0	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_037509155.1	2184	Chitin_synth_2	5.8e-51	1.9e-26	1.2e-22	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2	2324	Chitin_synth_2	4.099999999999999e-49	1.7e-25	1.1e-21	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	Chitin_synth_2	4.099999999999999e-49	0.0013	8.2	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	Chitin_synth_2	4.099999999999999e-49	4.7e-23	2.9e-19	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	Chitin_synth_2	4.099999999999999e-49	0.05	320.0	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_034304243.1	1530	Chitin_synth_2	2.3e-34	2.8e-32	1.8000000000000002e-28	chitin synthase chs-2 isoform X3 [Crassostrea gigas]
XP_034304243.1	1530	Chitin_synth_2	2.3e-34	3.2e-05	0.2	chitin synthase chs-2 isoform X3 [Crassostrea gigas]
XP_034304242.1	1561	Chitin_synth_2	2.3e-34	3.6e-32	2.3000000000000003e-28	chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034304242.1	1561	Chitin_synth_2	2.3e-34	3.8e-05	0.24	chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034304240.1	1563	Chitin_synth_2	2.5e-34	2.9e-32	1.9000000000000003e-28	chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_043995175.1	787	Chitin_synth_2	1.5e-33	1.6e-32	1.0000000000000001e-28	chitin synthase chs-2-like [Gambusia affinis]
XP_043995175.1	787	Chitin_synth_2	1.5e-33	0.0016	10.0	chitin synthase chs-2-like [Gambusia affinis]
XP_022296526.1	1308	Chitin_synth_2	4.2000000000000005e-33	1.2e-33	7.4e-30	uncharacterized protein LOC111106230 [Crassostrea virginica]
XP_022296526.1	1308	Chitin_synth_2	4.2000000000000005e-33	0.0062	39.0	uncharacterized protein LOC111106230 [Crassostrea virginica]
XP_022295920.1	1441	Chitin_synth_2	5e-33	1.3000000000000001e-32	8.000000000000001e-29	uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295920.1	1441	Chitin_synth_2	5e-33	0.0027	17.0	uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_032363577.1	937	Chitin_synth_2	7.2e-33	4.9000000000000004e-30	3.1e-26	LOW QUALITY PROTEIN: chitin synthase chs-2-like  partial [Etheostoma spectabile]
XP_032363577.1	937	Chitin_synth_2	7.2e-33	1.7e-05	0.11	LOW QUALITY PROTEIN: chitin synthase chs-2-like  partial [Etheostoma spectabile]
XP_025102509.1	1462	Chitin_synth_2	2.4e-32	1.5e-32	9.5e-29	chitin synthase chs-2-like isoform X2 [Pomacea canaliculata]
XP_025102509.1	1462	Chitin_synth_2	2.4e-32	0.0096	61.0	chitin synthase chs-2-like isoform X2 [Pomacea canaliculata]
XP_032437492.1	821	Chitin_synth_2	3e-32	1.4e-31	9.1e-28	chitin synthase chs-2-like [Xiphophorus hellerii]
XP_032437492.1	821	Chitin_synth_2	3e-32	0.0042	27.0	chitin synthase chs-2-like [Xiphophorus hellerii]
XP_022288339.1	1368	Chitin_synth_2	3e-32	5.4e-33	3.4e-29	uncharacterized protein LOC111100586 isoform X2 [Crassostrea virginica]
XP_022288339.1	1368	Chitin_synth_2	3e-32	0.014	89.0	uncharacterized protein LOC111100586 isoform X2 [Crassostrea virginica]
XP_022288338.1	1417	Chitin_synth_2	3.5000000000000004e-32	5.7e-33	3.6e-29	uncharacterized protein LOC111100586 isoform X1 [Crassostrea virginica]
XP_022288338.1	1417	Chitin_synth_2	3.5000000000000004e-32	0.015	97.0	uncharacterized protein LOC111100586 isoform X1 [Crassostrea virginica]
XP_025102500.1	1759	Chitin_synth_2	4.2000000000000004e-32	2.1000000000000002e-32	1.3000000000000002e-28	chitin synthase chs-2-like isoform X1 [Pomacea canaliculata]
XP_025102500.1	1759	Chitin_synth_2	4.2000000000000004e-32	0.014	86.0	chitin synthase chs-2-like isoform X1 [Pomacea canaliculata]
XP_043552707.1	1193	Chitin_synth_2	5.7e-32	4.7e-29	3e-25	chitin synthase chs-2-like [Chiloscyllium plagiosum]
XP_043552707.1	1193	Chitin_synth_2	5.7e-32	0.00012	0.75	chitin synthase chs-2-like [Chiloscyllium plagiosum]
XP_011439386.2	1393	Chitin_synth_2	6.4e-32	7.199999999999999e-31	4.6e-27	chitin synthase chs-2 [Crassostrea gigas]
XP_011439386.2	1393	Chitin_synth_2	6.4e-32	9.8e-05	0.62	chitin synthase chs-2 [Crassostrea gigas]
XP_034330199.1	1365	Chitin_synth_2	8.7e-32	0.024	150.0	chitin synthase isoform X2 [Crassostrea gigas]
XP_034330198.1	1407	Chitin_synth_2	9.500000000000001e-32	3.1e-32	2.0000000000000002e-28	chitin synthase isoform X1 [Crassostrea gigas]
XP_034330198.1	1407	Chitin_synth_2	9.500000000000001e-32	0.025	160.0	chitin synthase isoform X1 [Crassostrea gigas]
XP_022324975.1	665	Chitin_synth_2	1e-31	2.4e-31	1.5e-27	chitin synthase 1-like isoform X2 [Crassostrea virginica]
XP_022324975.1	665	Chitin_synth_2	1e-31	0.00091	5.8	chitin synthase 1-like isoform X2 [Crassostrea virginica]
XP_033830810.1	433	Chitin_synth_2	1.2e-31	2.2000000000000002e-30	1.4e-26	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Periophthalmus magnuspinnatus]
XP_033830810.1	433	Chitin_synth_2	1.2e-31	0.00049	3.1	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Periophthalmus magnuspinnatus]
XP_035446236.1	1511	Chitin_synth_2	1.5e-31	7.5e-31	4.7e-27	chitin synthase chs-2-like isoform X2 [Spodoptera frugiperda]
XP_035446236.1	1511	Chitin_synth_2	1.5e-31	0.0001	0.63	chitin synthase chs-2-like isoform X2 [Spodoptera frugiperda]
XP_035446235.1	1524	Chitin_synth_2	1.5e-31	7.6e-31	4.8e-27	chitin synthase chs-2-like isoform X1 [Spodoptera frugiperda]
XP_035446235.1	1524	Chitin_synth_2	1.5e-31	0.0001	0.64	chitin synthase chs-2-like isoform X1 [Spodoptera frugiperda]
XP_022324974.1	716	Chitin_synth_2	1.5e-31	2.8999999999999996e-31	1.8e-27	chitin synthase 1-like isoform X1 [Crassostrea virginica]
XP_022324974.1	716	Chitin_synth_2	1.5e-31	0.0012	7.9	chitin synthase 1-like isoform X1 [Crassostrea virginica]
XP_023200185.1	821	Chitin_synth_2	1.9e-31	5.6e-31	3.5e-27	uncharacterized protein LOC102222640 [Xiphophorus maculatus]
XP_023200185.1	821	Chitin_synth_2	1.9e-31	0.0049	31.0	uncharacterized protein LOC102222640 [Xiphophorus maculatus]
XP_027142389.1	1168	Chitin_synth_2	3.3999999999999997e-31	0.12	740.0	chitin synthase [Larimichthys crocea]
XP_032437311.1	1287	Chitin_synth_2	5.3e-31	2.4e-29	1.5e-25	chitin synthase chs-2-like [Xiphophorus hellerii]
XP_032437311.1	1287	Chitin_synth_2	5.3e-31	0.0028	18.0	chitin synthase chs-2-like [Xiphophorus hellerii]
XP_041064420.1	1218	Chitin_synth_2	5.399999999999999e-31	1.7000000000000003e-28	1.0999999999999998e-24	chitin synthase chs-2-like isoform X2 [Carcharodon carcharias]
XP_041064420.1	1218	Chitin_synth_2	5.399999999999999e-31	0.00027	1.7	chitin synthase chs-2-like isoform X2 [Carcharodon carcharias]
XP_041064429.1	1173	Chitin_synth_2	5.5e-31	1.4000000000000001e-28	8.899999999999999e-25	chitin synthase chs-2-like isoform X3 [Carcharodon carcharias]
XP_041064429.1	1173	Chitin_synth_2	5.5e-31	0.00028	1.8	chitin synthase chs-2-like isoform X3 [Carcharodon carcharias]
XP_041811237.1	1282	Chitin_synth_2	9e-31	4.3e-29	2.6999999999999997e-25	chitin synthase chs-2-like [Chelmon rostratus]
XP_041811237.1	1282	Chitin_synth_2	9e-31	0.0036	23.0	chitin synthase chs-2-like [Chelmon rostratus]
XP_034400735.1	675	Chitin_synth_2	9.299999999999999e-31	0.0006	3.8	chitin synthase chs-2-like isoform X2 [Cyclopterus lumpus]
XP_034400734.1	821	Chitin_synth_2	1.1000000000000001e-30	3e-29	1.9e-25	chitin synthase chs-2-like isoform X1 [Cyclopterus lumpus]
XP_034400734.1	821	Chitin_synth_2	1.1000000000000001e-30	0.00082	5.2	chitin synthase chs-2-like isoform X1 [Cyclopterus lumpus]
XP_037908007.1	1482	Chitin_synth_2	1.1000000000000001e-30	1.1e-29	7.2e-26	chitin synthase chs-2 [Hermetia illucens]
XP_043674157.1	1559	Chitin_synth_2	1.1000000000000001e-30	7.2e-27	4.5000000000000003e-23	chitin synthase chs-2 isoform X4 [Vespula pensylvanica]
XP_043674157.1	1559	Chitin_synth_2	1.1000000000000001e-30	5e-07	0.0031	chitin synthase chs-2 isoform X4 [Vespula pensylvanica]
XP_043674167.1	1568	Chitin_synth_2	1.1000000000000001e-30	7.2e-27	4.6e-23	chitin synthase chs-2 isoform X5 [Vespula pensylvanica]
XP_043674167.1	1568	Chitin_synth_2	1.1000000000000001e-30	5e-07	0.0032	chitin synthase chs-2 isoform X5 [Vespula pensylvanica]
XP_023201081.1	1084	Chitin_synth_2	1.4000000000000001e-30	1.9e-29	1.2e-25	uncharacterized protein LOC102222895 [Xiphophorus maculatus]
XP_023201081.1	1084	Chitin_synth_2	1.4000000000000001e-30	0.012	74.0	uncharacterized protein LOC102222895 [Xiphophorus maculatus]
XP_034321523.1	1292	Chitin_synth_2	1.5000000000000001e-30	2.6000000000000004e-28	1.5999999999999999e-24	chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034321522.1	1333	Chitin_synth_2	1.7e-30	2.7000000000000003e-28	1.7e-24	chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_035476930.1	938	Chitin_synth_2	2.1e-30	3.9000000000000004e-28	2.5e-24	chitin synthase chs-2-like [Scophthalmus maximus]
XP_035476930.1	938	Chitin_synth_2	2.1e-30	0.00025	1.6	chitin synthase chs-2-like [Scophthalmus maximus]
XP_034304244.1	1419	Chitin_synth_2	2.2000000000000002e-30	9.700000000000001e-34	6.2000000000000005e-30	uncharacterized protein LOC105344892 [Crassostrea gigas]
XP_044028431.1	1281	Chitin_synth_2	2.4000000000000002e-30	0.00036	2.3	chitin synthase chs-1-like [Siniperca chuatsi]
XP_037651888.1	1289	Chitin_synth_2	2.7000000000000002e-30	5e-28	3.1999999999999998e-24	chitin synthase chs-2-like [Sebastes umbrosus]
XP_037651888.1	1289	Chitin_synth_2	2.7000000000000002e-30	0.00015	0.92	chitin synthase chs-2-like [Sebastes umbrosus]
XP_028975709.2	778	Chitin_synth_2	2.7000000000000002e-30	4.3000000000000004e-30	2.7e-26	chitin synthase chs-2-like [Esox lucius]
XP_028975709.2	778	Chitin_synth_2	2.7000000000000002e-30	0.012	79.0	chitin synthase chs-2-like [Esox lucius]
XP_028453063.1	671	Chitin_synth_2	2.9000000000000002e-30	6.5e-29	4.1e-25	chitin synthase-like [Perca flavescens]
XP_028453063.1	671	Chitin_synth_2	2.9000000000000002e-30	0.0012	7.3	chitin synthase-like [Perca flavescens]
XP_037297644.1	1525	Chitin_synth_2	3.4e-30	0.00012	0.79	LOW QUALITY PROTEIN: chitin synthase chs-2 [Manduca sexta]
XP_039977871.1	1296	Chitin_synth_2	3.5e-30	1.2e-28	7.5e-25	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Xiphias gladius]
XP_039977871.1	1296	Chitin_synth_2	3.5e-30	0.00099	6.3	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Xiphias gladius]
XP_037866580.1	1529	Chitin_synth_2	3.8e-30	7.9e-29	5e-25	chitin synthase chs-2 [Bombyx mori]
XP_037866580.1	1529	Chitin_synth_2	3.8e-30	9.1e-05	0.58	chitin synthase chs-2 [Bombyx mori]
XP_022325550.1	729	Chitin_synth_2	4.2e-30	2.8000000000000002e-30	1.8e-26	LOW QUALITY PROTEIN: chitin synthase 2-like [Crassostrea virginica]
XP_022325550.1	729	Chitin_synth_2	4.2e-30	0.0018	11.0	LOW QUALITY PROTEIN: chitin synthase 2-like [Crassostrea virginica]
XP_040909387.1	1284	Chitin_synth_2	4.5000000000000004e-30	0.0045	28.0	chitin synthase chs-1-like [Toxotes jaculatrix]
XP_041867369.1	694	Chitin_synth_2	4.7000000000000004e-30	6.2000000000000005e-30	3.9999999999999996e-26	chitin synthase chs-2-like [Melanotaenia boesemani]
XP_041867369.1	694	Chitin_synth_2	4.7000000000000004e-30	0.011	68.0	chitin synthase chs-2-like [Melanotaenia boesemani]
XP_022537287.1	623	Chitin_synth_2	5.3000000000000004e-30	6.900000000000001e-28	4.399999999999999e-24	chitin synthase 2-like  partial [Astyanax mexicanus]
XP_022537287.1	623	Chitin_synth_2	5.3000000000000004e-30	0.00052	3.3	chitin synthase 2-like  partial [Astyanax mexicanus]
XP_033731956.1	1391	Chitin_synth_2	6e-30	8.2e-30	5.2e-26	chitin synthase chs-2-like isoform X2 [Pecten maximus]
XP_033731956.1	1391	Chitin_synth_2	6e-30	0.0063	40.0	chitin synthase chs-2-like isoform X2 [Pecten maximus]
XP_044020426.1	1591	Chitin_synth_2	6.1000000000000005e-30	2.3000000000000003e-28	1.4999999999999998e-24	chitin synthase chs-2 isoform X1 [Aphidius gifuensis]
XP_044020426.1	1591	Chitin_synth_2	6.1000000000000005e-30	0.00022	1.4	chitin synthase chs-2 isoform X1 [Aphidius gifuensis]
XP_033731955.1	1407	Chitin_synth_2	6.2000000000000005e-30	8.3e-30	5.3e-26	chitin synthase chs-2-like isoform X1 [Pecten maximus]
XP_035688090.1	1354	Chitin_synth_2	6.8e-30	1.4e-26	8.5e-23	chitin synthase chs-1-like [Branchiostoma floridae]
XP_035688090.1	1354	Chitin_synth_2	6.8e-30	1.8e-06	0.012	chitin synthase chs-1-like [Branchiostoma floridae]
XP_029637692.1	2151	Chitin_synth_2	7.2e-30	6.8e-33	4.3e-29	chitin synthase chs-1-like [Octopus vulgaris]
XP_029637692.1	2151	Chitin_synth_2	7.2e-30	0.14	910.0	chitin synthase chs-1-like [Octopus vulgaris]
XP_029023555.1	1280	Chitin_synth_2	7.6e-30	3.4000000000000004e-27	2.1e-23	chitin synthase chs-2-like [Betta splendens]
XP_042292064.1	1281	Chitin_synth_2	9.600000000000001e-30	4.0000000000000003e-29	2.6e-25	chitin synthase chs-2-like [Thunnus maccoyii]
XP_042292064.1	1281	Chitin_synth_2	9.600000000000001e-30	0.00076	4.8	chitin synthase chs-2-like [Thunnus maccoyii]
XP_034400723.1	1273	Chitin_synth_2	1.2e-29	0.00098	6.2	chitin synthase chs-1-like [Cyclopterus lumpus]
XP_034304238.1	1594	Chitin_synth_2	1.2e-29	7.3e-29	4.6e-25	chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_034304238.1	1594	Chitin_synth_2	1.2e-29	0.0038	24.0	chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_036366078.1	2117	Chitin_synth_2	1.3e-29	3.1000000000000003e-30	1.9e-26	chitin synthase chs-1-like [Octopus vulgaris]
XP_036366078.1	2117	Chitin_synth_2	1.3e-29	0.0023	15.0	chitin synthase chs-1-like [Octopus vulgaris]
XP_044192390.1	684	Chitin_synth_2	1.5999999999999999e-29	5.5000000000000005e-30	3.5e-26	chitin synthase chs-1-like [Thunnus albacares]
XP_029023432.2	1069	Chitin_synth_2	1.7e-29	2.3e-27	1.5e-23	chitin synthase chs-2-like [Betta splendens]
XP_029023432.2	1069	Chitin_synth_2	1.7e-29	0.00033	2.1	chitin synthase chs-2-like [Betta splendens]
XP_041976405.1	1522	Chitin_synth_2	1.9e-29	5.6000000000000005e-28	3.5e-24	chitin synthase chs-2-like [Aricia agestis]
XP_041867372.1	728	Chitin_synth_2	2.0000000000000002e-29	0.0032	20.0	chitin synthase chs-2-like [Melanotaenia boesemani]
XP_034324491.1	1488	Chitin_synth_2	2.3e-29	3.8000000000000005e-28	2.4e-24	chitin synthase chs-2-like [Crassostrea gigas]
XP_034324491.1	1488	Chitin_synth_2	2.3e-29	0.0013	8.5	chitin synthase chs-2-like [Crassostrea gigas]
XP_042292066.1	1258	Chitin_synth_2	2.3e-29	1.3e-29	8.1e-26	chitin synthase chs-1-like [Thunnus maccoyii]
XP_042292066.1	1258	Chitin_synth_2	2.3e-29	0.0077	49.0	chitin synthase chs-1-like [Thunnus maccoyii]
XP_044192391.1	1189	Chitin_synth_2	2.6e-29	1.0000000000000001e-29	6.5e-26	chitin synthase-like [Thunnus albacares]
XP_044192391.1	1189	Chitin_synth_2	2.6e-29	0.0092	58.0	chitin synthase-like [Thunnus albacares]
XP_042292065.1	1173	Chitin_synth_2	2.8999999999999997e-29	1.3999999999999998e-29	9.2e-26	chitin synthase chs-1-like [Thunnus maccoyii]
XP_042292065.1	1173	Chitin_synth_2	2.8999999999999997e-29	0.0067	42.0	chitin synthase chs-1-like [Thunnus maccoyii]
XP_043993753.1	1114	Chitin_synth_2	3e-29	1.0000000000000001e-28	6.399999999999999e-25	chitin synthase chs-2-like [Gambusia affinis]
XP_043993753.1	1114	Chitin_synth_2	3e-29	3.5e-05	0.22	chitin synthase chs-2-like [Gambusia affinis]
XP_028453056.1	655	Chitin_synth_2	3.4e-29	2.6e-26	1.6000000000000002e-22	chitin synthase-like [Perca flavescens]
XP_028453056.1	655	Chitin_synth_2	3.4e-29	8e-05	0.51	chitin synthase-like [Perca flavescens]
XP_031150652.1	692	Chitin_synth_2	3.4e-29	4.6e-05	0.29	chitin synthase chs-2-like [Sander lucioperca]
NP_001034491.1	1558	Chitin_synth_2	4.1e-29	4.3e-27	2.7e-23	chitin synthase 1 [Tribolium castaneum]
XP_034456199.1	1281	Chitin_synth_2	4.2e-29	3.3e-28	2.1e-24	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Hippoglossus hippoglossus]
XP_044580779.1	1550	Chitin_synth_2	4.5e-29	2e-27	1.3e-23	chitin synthase chs-2 isoform X2 [Cotesia glomerata]
XP_044580779.1	1550	Chitin_synth_2	4.5e-29	0.0002	1.3	chitin synthase chs-2 isoform X2 [Cotesia glomerata]
XP_043674148.1	1568	Chitin_synth_2	4.7e-29	3.5e-27	2.2e-23	chitin synthase chs-2 isoform X3 [Vespula pensylvanica]
XP_043674148.1	1568	Chitin_synth_2	4.7e-29	7.3e-05	0.46	chitin synthase chs-2 isoform X3 [Vespula pensylvanica]
XP_026299522.1	1572	Chitin_synth_2	5.1e-29	1.7e-26	1.1e-22	chitin synthase chs-2 isoform X6 [Apis mellifera]
XP_026299522.1	1572	Chitin_synth_2	5.1e-29	2.6e-05	0.17	chitin synthase chs-2 isoform X6 [Apis mellifera]
XP_041372214.1	2045	Chitin_synth_2	5.599999999999999e-29	4.8e-28	3e-24	uncharacterized protein LOC121385560 isoform X3 [Gigantopelta aegis]
XP_041372214.1	2045	Chitin_synth_2	5.599999999999999e-29	0.0026	16.0	uncharacterized protein LOC121385560 isoform X3 [Gigantopelta aegis]
