#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_037509155.1       -           2184 Chitin_synth_2       PF03142.18   527   5.8e-51  183.0  15.7   1   4     3e-26   1.9e-22   88.9   0.0   203   419   707   911   671   943 0.83 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_037509155.1       -           2184 Chitin_synth_2       PF03142.18   527   5.8e-51  183.0  15.7   2   4       2.9   1.8e+04    3.1   4.4   401   501   946  1049   930  1063 0.66 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_037509155.1       -           2184 Chitin_synth_2       PF03142.18   527   5.8e-51  183.0  15.7   3   4   1.9e-26   1.2e-22   89.6   0.2   203   424  1465  1675  1458  1725 0.78 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_037509155.1       -           2184 Chitin_synth_2       PF03142.18   527   5.8e-51  183.0  15.7   4   4       2.9   1.8e+04    3.2   4.0   403   505  1706  1811  1687  1821 0.64 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527   4.1e-49  176.9  20.5   1   4   1.7e-25   1.1e-21   86.4   0.0   203   437   312   532   301   547 0.86 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527   4.1e-49  176.9  20.5   2   4    0.0013       8.2   14.2   0.4   434   501   594   658   550   670 0.65 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527   4.1e-49  176.9  20.5   3   4   4.7e-23   2.9e-19   78.4   0.2   199   451  1569  1806  1565  1836 0.77 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527   4.1e-49  176.9  20.5   4   4      0.05   3.2e+02    9.0   3.3   397   504  1812  1918  1803  1926 0.66 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_034304243.1       -           1530 Chitin_synth_2       PF03142.18   527   2.3e-34  128.2   2.0   1   2   2.8e-32   1.8e-28  108.8   0.2   111   458   744  1081   629  1093 0.73 chitin synthase chs-2 isoform X3 [Crassostrea gigas]
XP_034304243.1       -           1530 Chitin_synth_2       PF03142.18   527   2.3e-34  128.2   2.0   2   2   3.2e-05       0.2   19.5   0.5   413   520  1086  1200  1069  1203 0.75 chitin synthase chs-2 isoform X3 [Crassostrea gigas]
XP_034304242.1       -           1561 Chitin_synth_2       PF03142.18   527   2.3e-34  128.2   2.1   1   2   3.6e-32   2.3e-28  108.4   0.1   111   456   775  1110   659  1118 0.72 chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034304242.1       -           1561 Chitin_synth_2       PF03142.18   527   2.3e-34  128.2   2.1   2   2   3.8e-05      0.24   19.3   0.3   406   520  1120  1231  1109  1234 0.76 chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034304240.1       -           1563 Chitin_synth_2       PF03142.18   527   2.5e-34  128.1   2.0   1   2   2.9e-32   1.9e-28  108.7   0.2   111   458   777  1114   662  1126 0.73 chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_034304240.1       -           1563 Chitin_synth_2       PF03142.18   527   2.5e-34  128.1   2.0   2   2   3.8e-05      0.24   19.3   0.3   406   520  1122  1233  1111  1236 0.76 chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_043995175.1       -            787 Chitin_synth_2       PF03142.18   527   1.5e-33  125.5   6.8   1   2   1.6e-32     1e-28  109.6   0.0   186   444   148   395    74   403 0.80 chitin synthase chs-2-like [Gambusia affinis]
XP_043995175.1       -            787 Chitin_synth_2       PF03142.18   527   1.5e-33  125.5   6.8   2   2    0.0016        10   13.9   6.8   392   524   396   531   393   533 0.60 chitin synthase chs-2-like [Gambusia affinis]
XP_022296526.1       -           1308 Chitin_synth_2       PF03142.18   527   4.2e-33  124.1   5.0   1   2   1.2e-33   7.4e-30  113.4   0.1   203   465   712   959   701   979 0.80 uncharacterized protein LOC111106230 [Crassostrea virginica]
XP_022296526.1       -           1308 Chitin_synth_2       PF03142.18   527   4.2e-33  124.1   5.0   2   2    0.0062        39   12.0   0.1   443   505   996  1064   964  1079 0.73 uncharacterized protein LOC111106230 [Crassostrea virginica]
XP_022295920.1       -           1441 Chitin_synth_2       PF03142.18   527     5e-33  123.8   3.0   1   2   1.3e-32     8e-29  109.9   0.1   160   464   786  1078   775  1099 0.78 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295920.1       -           1441 Chitin_synth_2       PF03142.18   527     5e-33  123.8   3.0   2   2    0.0027        17   13.2   0.2   438   507  1111  1186  1077  1199 0.71 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295921.1       -           1441 Chitin_synth_2       PF03142.18   527     5e-33  123.8   3.0   1   2   1.3e-32     8e-29  109.9   0.1   160   464   786  1078   775  1099 0.78 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295921.1       -           1441 Chitin_synth_2       PF03142.18   527     5e-33  123.8   3.0   2   2    0.0027        17   13.2   0.2   438   507  1111  1186  1077  1199 0.71 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_032363577.1       -            937 Chitin_synth_2       PF03142.18   527   7.2e-33  123.3   4.8   1   2   4.9e-30   3.1e-26  101.4   0.0   203   439   415   639   407   658 0.84 LOW QUALITY PROTEIN: chitin synthase chs-2-like, partial [Etheostoma spectabile]
XP_032363577.1       -            937 Chitin_synth_2       PF03142.18   527   7.2e-33  123.3   4.8   2   2   1.7e-05      0.11   20.4   4.3   403   500   658   759   642   784 0.65 LOW QUALITY PROTEIN: chitin synthase chs-2-like, partial [Etheostoma spectabile]
XP_025102509.1       -           1462 Chitin_synth_2       PF03142.18   527   2.4e-32  121.5   6.3   1   2   1.5e-32   9.5e-29  109.7   0.2   205   454   510   745   503   757 0.82 chitin synthase chs-2-like isoform X2 [Pomacea canaliculata]
XP_025102509.1       -           1462 Chitin_synth_2       PF03142.18   527   2.4e-32  121.5   6.3   2   2    0.0096        61   11.3   5.4   410   494   752   844   734   861 0.58 chitin synthase chs-2-like isoform X2 [Pomacea canaliculata]
XP_032437492.1       -            821 Chitin_synth_2       PF03142.18   527     3e-32  121.3   7.0   1   2   1.4e-31   9.1e-28  106.5   0.0   189   444   177   421   100   425 0.80 chitin synthase chs-2-like [Xiphophorus hellerii]
XP_032437492.1       -            821 Chitin_synth_2       PF03142.18   527     3e-32  121.3   7.0   2   2    0.0042        27   12.5   7.1   401   500   431   534   420   559 0.61 chitin synthase chs-2-like [Xiphophorus hellerii]
XP_022288339.1       -           1368 Chitin_synth_2       PF03142.18   527     3e-32  121.3   3.8   1   2   5.4e-33   3.4e-29  111.2   1.0   159   465   639   938   629   958 0.76 uncharacterized protein LOC111100586 isoform X2 [Crassostrea virginica]
XP_022288339.1       -           1368 Chitin_synth_2       PF03142.18   527     3e-32  121.3   3.8   2   2     0.014        89   10.8   0.6   436   504   968  1042   931  1059 0.64 uncharacterized protein LOC111100586 isoform X2 [Crassostrea virginica]
XP_022288340.1       -           1365 Chitin_synth_2       PF03142.18   527     3e-32  121.2   3.8   1   2   5.4e-33   3.4e-29  111.2   1.0   159   465   636   935   626   955 0.76 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288340.1       -           1365 Chitin_synth_2       PF03142.18   527     3e-32  121.2   3.8   2   2     0.014        89   10.8   0.6   436   504   965  1039   928  1056 0.64 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288341.1       -           1365 Chitin_synth_2       PF03142.18   527     3e-32  121.2   3.8   1   2   5.4e-33   3.4e-29  111.2   1.0   159   465   636   935   626   955 0.76 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288341.1       -           1365 Chitin_synth_2       PF03142.18   527     3e-32  121.2   3.8   2   2     0.014        89   10.8   0.6   436   504   965  1039   928  1056 0.64 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288343.1       -           1365 Chitin_synth_2       PF03142.18   527     3e-32  121.2   3.8   1   2   5.4e-33   3.4e-29  111.2   1.0   159   465   636   935   626   955 0.76 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
