XP_049270093.1	2170	Chitin_synth_2	8.8e-51	203	419	707	911	671	943	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2	2324	Chitin_synth_2	6.4e-49	203	437	312	532	301	547	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_052719862.1	1533	Chitin_synth_2	3e-34	111	458	747	1084	631	1095	chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_052719861.1	1566	Chitin_synth_2	3.2e-34	111	458	780	1117	664	1128	chitin synthase chs-2-like isoform X1 [Crassostrea angulata]
XP_034304243.1	1530	Chitin_synth_2	3.5e-34	111	458	744	1081	629	1093	chitin synthase chs-2 isoform X3 [Crassostrea gigas]
XP_034304242.1	1561	Chitin_synth_2	3.6e-34	111	456	775	1110	659	1118	chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034304240.1	1563	Chitin_synth_2	3.8e-34	111	458	777	1114	662	1126	chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_053388113.1	1381	Chitin_synth_2	2.1e-33	153	465	600	898	565	911	uncharacterized protein LOC123541765 isoform X1 [Mercenaria mercenaria]
XP_053388114.1	1381	Chitin_synth_2	2.1e-33	153	465	600	898	565	911	uncharacterized protein LOC123541765 isoform X1 [Mercenaria mercenaria]
XP_043995175.1	787	Chitin_synth_2	2.4e-33	186	444	148	395	74	403	chitin synthase chs-2-like [Gambusia affinis]
XP_022296526.1	1308	Chitin_synth_2	6.5e-33	203	465	712	959	701	979	uncharacterized protein LOC111106230 [Crassostrea virginica]
XP_022295920.1	1441	Chitin_synth_2	7.6e-33	160	464	786	1078	775	1099	uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295921.1	1441	Chitin_synth_2	7.6e-33	160	464	786	1078	775	1099	uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_032363577.1	937	Chitin_synth_2	1.1e-32	203	439	415	639	407	658	LOW QUALITY PROTEIN: chitin synthase chs-2-like  partial [Etheostoma spectabile]
XP_022821184.1	1520	Chitin_synth_2	2.3e-32	203	444	721	950	680	962	uncharacterized protein LOC111352764 [Spodoptera litura]
XP_022821185.1	1520	Chitin_synth_2	2.3e-32	203	444	721	950	680	962	uncharacterized protein LOC111352764 [Spodoptera litura]
XP_038664467.1	1218	Chitin_synth_2	2.4e-32	158	417	613	861	603	889	chitin synthase chs-1-like [Scyliorhinus canicula]
XP_025102509.1	1462	Chitin_synth_2	3.7e-32	205	454	510	745	503	757	chitin synthase chs-2-like isoform X2 [Pomacea canaliculata]
XP_051811505.1	729	Chitin_synth_2	3.8e-32	203	444	342	573	297	581	chitin synthase chs-2-like [Acanthochromis polyacanthus]
XP_032437492.1	821	Chitin_synth_2	4.6e-32	189	444	177	421	100	425	chitin synthase chs-2-like [Xiphophorus hellerii]
XP_022288339.1	1368	Chitin_synth_2	4.6e-32	159	465	639	938	629	958	uncharacterized protein LOC111100586 isoform X2 [Crassostrea virginica]
XP_022288340.1	1365	Chitin_synth_2	4.7e-32	159	465	636	935	626	955	uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288341.1	1365	Chitin_synth_2	4.7e-32	159	465	636	935	626	955	uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288343.1	1365	Chitin_synth_2	4.7e-32	159	465	636	935	626	955	uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288344.1	1365	Chitin_synth_2	4.7e-32	159	465	636	935	626	955	uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288345.1	1365	Chitin_synth_2	4.7e-32	159	465	636	935	626	955	uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_030268286.1	1256	Chitin_synth_2	4.7e-32	202	449	626	863	580	885	chitin synthase chs-1-like [Sparus aurata]
XP_022288338.1	1417	Chitin_synth_2	5.4e-32	159	465	688	987	678	1007	uncharacterized protein LOC111100586 isoform X1 [Crassostrea virginica]
XP_038649191.1	1219	Chitin_synth_2	6.1e-32	158	415	614	860	604	879	chitin synthase chs-2-like [Scyliorhinus canicula]
XP_025102500.1	1759	Chitin_synth_2	6.5e-32	205	454	807	1042	800	1053	chitin synthase chs-2-like isoform X1 [Pomacea canaliculata]
XP_043552707.1	1193	Chitin_synth_2	8.8e-32	158	425	587	843	577	867	chitin synthase chs-2-like [Chiloscyllium plagiosum]
XP_045183292.2	1308	Chitin_synth_2	8.9e-32	15	72	427	486	415	507	uncharacterized protein LOC123541764 isoform X4 [Mercenaria mercenaria]
XP_053386789.1	1308	Chitin_synth_2	8.9e-32	15	72	427	486	415	507	uncharacterized protein LOC123541764 isoform X4 [Mercenaria mercenaria]
XP_053401686.1	512	Chitin_synth_2	9.6e-32	168	466	102	386	96	397	chitin synthase chs-2-like [Mercenaria mercenaria]
XP_011439386.2	1393	Chitin_synth_2	9.9e-32	157	456	690	978	681	982	chitin synthase chs-2 [Crassostrea gigas]
XP_053386788.1	1518	Chitin_synth_2	1.1e-31	15	72	637	696	625	716	uncharacterized protein LOC123541764 isoform X2 [Mercenaria mercenaria]
XP_052704305.1	1408	Chitin_synth_2	1.1e-31	160	465	670	969	660	989	chitin synthase chs-2-like isoform X1 [Crassostrea angulata]
XP_053386787.1	1524	Chitin_synth_2	1.1e-31	15	72	643	702	631	722	uncharacterized protein LOC123541764 isoform X1 [Mercenaria mercenaria]
XP_052704309.1	1362	Chitin_synth_2	1.2e-31	160	465	624	923	614	943	chitin synthase chs-2-like isoform X3 [Crassostrea angulata]
XP_052704306.1	1366	Chitin_synth_2	1.2e-31	160	465	628	927	618	947	chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_052704307.1	1366	Chitin_synth_2	1.2e-31	160	465	628	927	618	947	chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_052704308.1	1366	Chitin_synth_2	1.2e-31	160	465	628	927	618	947	chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_045183288.2	1445	Chitin_synth_2	1.3e-31	15	72	564	623	552	643	uncharacterized protein LOC123541764 isoform X3 [Mercenaria mercenaria]
XP_034330199.1	1365	Chitin_synth_2	1.3e-31	160	465	628	927	618	951	chitin synthase isoform X2 [Crassostrea gigas]
XP_034330200.1	1365	Chitin_synth_2	1.3e-31	160	465	628	927	618	951	chitin synthase isoform X2 [Crassostrea gigas]
XP_034330198.1	1407	Chitin_synth_2	1.5e-31	160	465	670	969	660	993	chitin synthase isoform X1 [Crassostrea gigas]
XP_022324975.1	665	Chitin_synth_2	1.6e-31	32	452	39	445	15	450	chitin synthase 1-like isoform X2 [Crassostrea virginica]
XP_033830810.1	433	Chitin_synth_2	1.9e-31	202	444	64	296	18	317	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Periophthalmus magnuspinnatus]
XP_050925196.1	809	Chitin_synth_2	2e-31	201	444	175	408	77	414	chitin synthase chs-2-like [Lates calcarifer]
XP_050552797.1	1511	Chitin_synth_2	2.3e-31	204	444	724	952	687	966	chitin synthase chs-2-like isoform X2 [Spodoptera frugiperda]
XP_050552796.1	1524	Chitin_synth_2	2.3e-31	204	444	724	952	687	966	chitin synthase chs-2-like isoform X1 [Spodoptera frugiperda]
XP_022324974.1	716	Chitin_synth_2	2.4e-31	32	452	90	496	66	501	chitin synthase 1-like isoform X1 [Crassostrea virginica]
XP_047238763.1	1269	Chitin_synth_2	2.9e-31	159	444	583	866	538	872	chitin synthase chs-2-like [Girardinichthys multiradiatus]
XP_023200185.1	821	Chitin_synth_2	2.9e-31	189	444	177	421	101	425	uncharacterized protein LOC102222640 [Xiphophorus maculatus]
