#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_049270093.1       -           2170 Chitin_synth_2       PF03142.18   527   8.8e-51  183.0  15.7   1   4   4.7e-26   2.9e-22   88.9   0.0   203   419   707   911   671   943 0.83 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1       -           2170 Chitin_synth_2       PF03142.18   527   8.8e-51  183.0  15.7   2   4       4.5   2.8e+04    3.2   4.4   401   501   946  1049   930  1063 0.66 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1       -           2170 Chitin_synth_2       PF03142.18   527   8.8e-51  183.0  15.7   3   4   2.9e-26   1.8e-22   89.6   0.2   203   424  1452  1662  1445  1712 0.78 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1       -           2170 Chitin_synth_2       PF03142.18   527   8.8e-51  183.0  15.7   4   4       4.4   2.8e+04    3.2   4.0   403   505  1693  1798  1674  1808 0.64 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527   6.4e-49  176.9  20.5   1   4   2.7e-25   1.7e-21   86.4   0.0   203   437   312   532   301   547 0.86 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527   6.4e-49  176.9  20.5   2   4     0.002        13   14.2   0.4   434   501   594   658   550   670 0.65 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527   6.4e-49  176.9  20.5   3   4   7.3e-23   4.5e-19   78.4   0.2   199   451  1569  1806  1565  1836 0.77 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527   6.4e-49  176.9  20.5   4   4     0.078   4.9e+02    9.0   3.3   397   504  1812  1918  1803  1926 0.66 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_052719862.1       -           1533 Chitin_synth_2       PF03142.18   527     3e-34  128.5   2.0   1   2   4.1e-32   2.5e-28  108.9   0.2   111   458   747  1084   631  1095 0.72 chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_052719862.1       -           1533 Chitin_synth_2       PF03142.18   527     3e-34  128.5   2.0   2   2   5.2e-05      0.32   19.5   0.4   406   520  1092  1203  1075  1206 0.75 chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
