XP_049270093.1	2170	Chitin_synth_2	8.8e-51	707	911 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1	2170	Chitin_synth_2	8.8e-51	946	1049 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1	2170	Chitin_synth_2	8.8e-51	1452	1662 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1	2170	Chitin_synth_2	8.8e-51	1693	1798 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2	2324	Chitin_synth_2	6.4e-49	312	532 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	Chitin_synth_2	6.4e-49	594	658 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	Chitin_synth_2	6.4e-49	1569	1806 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	Chitin_synth_2	6.4e-49	1812	1918 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_052719862.1	1533	Chitin_synth_2	3e-34	747	1084 chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_052719862.1	1533	Chitin_synth_2	3e-34	1092	1203 chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_052719861.1	1566	Chitin_synth_2	3.2e-34	780	1117 chitin synthase chs-2-like isoform X1 [Crassostrea angulata]
XP_052719861.1	1566	Chitin_synth_2	3.2e-34	1125	1236 chitin synthase chs-2-like isoform X1 [Crassostrea angulata]
XP_034304243.1	1530	Chitin_synth_2	3.5e-34	744	1081 chitin synthase chs-2 isoform X3 [Crassostrea gigas]
XP_034304243.1	1530	Chitin_synth_2	3.5e-34	1086	1200 chitin synthase chs-2 isoform X3 [Crassostrea gigas]
XP_034304242.1	1561	Chitin_synth_2	3.6e-34	775	1110 chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034304242.1	1561	Chitin_synth_2	3.6e-34	1120	1231 chitin synthase chs-2 isoform X2 [Crassostrea gigas]
XP_034304240.1	1563	Chitin_synth_2	3.8e-34	777	1114 chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_034304240.1	1563	Chitin_synth_2	3.8e-34	1122	1233 chitin synthase chs-2 isoform X1 [Crassostrea gigas]
XP_053388113.1	1381	Chitin_synth_2	2.1e-33	600	898 uncharacterized protein LOC123541765 isoform X1 [Mercenaria mercenaria]
XP_053388113.1	1381	Chitin_synth_2	2.1e-33	933	1012 uncharacterized protein LOC123541765 isoform X1 [Mercenaria mercenaria]
XP_053388114.1	1381	Chitin_synth_2	2.1e-33	600	898 uncharacterized protein LOC123541765 isoform X1 [Mercenaria mercenaria]
XP_053388114.1	1381	Chitin_synth_2	2.1e-33	933	1012 uncharacterized protein LOC123541765 isoform X1 [Mercenaria mercenaria]
XP_043995175.1	787	Chitin_synth_2	2.4e-33	148	395 chitin synthase chs-2-like [Gambusia affinis]
XP_043995175.1	787	Chitin_synth_2	2.4e-33	396	531 chitin synthase chs-2-like [Gambusia affinis]
XP_022296526.1	1308	Chitin_synth_2	6.5e-33	712	959 uncharacterized protein LOC111106230 [Crassostrea virginica]
XP_022296526.1	1308	Chitin_synth_2	6.5e-33	996	1064 uncharacterized protein LOC111106230 [Crassostrea virginica]
XP_022295920.1	1441	Chitin_synth_2	7.6e-33	786	1078 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295920.1	1441	Chitin_synth_2	7.6e-33	1111	1186 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295921.1	1441	Chitin_synth_2	7.6e-33	786	1078 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_022295921.1	1441	Chitin_synth_2	7.6e-33	1111	1186 uncharacterized protein LOC111105812 [Crassostrea virginica]
XP_032363577.1	937	Chitin_synth_2	1.1e-32	415	639 LOW QUALITY PROTEIN: chitin synthase chs-2-like  partial [Etheostoma spectabile]
XP_032363577.1	937	Chitin_synth_2	1.1e-32	658	759 LOW QUALITY PROTEIN: chitin synthase chs-2-like  partial [Etheostoma spectabile]
XP_022821184.1	1520	Chitin_synth_2	2.3e-32	721	950 uncharacterized protein LOC111352764 [Spodoptera litura]
XP_022821184.1	1520	Chitin_synth_2	2.3e-32	941	1073 uncharacterized protein LOC111352764 [Spodoptera litura]
XP_022821185.1	1520	Chitin_synth_2	2.3e-32	721	950 uncharacterized protein LOC111352764 [Spodoptera litura]
XP_022821185.1	1520	Chitin_synth_2	2.3e-32	941	1073 uncharacterized protein LOC111352764 [Spodoptera litura]
XP_038664467.1	1218	Chitin_synth_2	2.4e-32	613	861 chitin synthase chs-1-like [Scyliorhinus canicula]
XP_038664467.1	1218	Chitin_synth_2	2.4e-32	914	1012 chitin synthase chs-1-like [Scyliorhinus canicula]
XP_025102509.1	1462	Chitin_synth_2	3.7e-32	510	745 chitin synthase chs-2-like isoform X2 [Pomacea canaliculata]
XP_025102509.1	1462	Chitin_synth_2	3.7e-32	752	844 chitin synthase chs-2-like isoform X2 [Pomacea canaliculata]
XP_051811505.1	729	Chitin_synth_2	3.8e-32	342	573 chitin synthase chs-2-like [Acanthochromis polyacanthus]
XP_051811505.1	729	Chitin_synth_2	3.8e-32	587	674 chitin synthase chs-2-like [Acanthochromis polyacanthus]
XP_032437492.1	821	Chitin_synth_2	4.6e-32	177	421 chitin synthase chs-2-like [Xiphophorus hellerii]
XP_032437492.1	821	Chitin_synth_2	4.6e-32	431	534 chitin synthase chs-2-like [Xiphophorus hellerii]
XP_022288339.1	1368	Chitin_synth_2	4.6e-32	639	938 uncharacterized protein LOC111100586 isoform X2 [Crassostrea virginica]
XP_022288339.1	1368	Chitin_synth_2	4.6e-32	968	1042 uncharacterized protein LOC111100586 isoform X2 [Crassostrea virginica]
XP_022288340.1	1365	Chitin_synth_2	4.7e-32	636	935 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288340.1	1365	Chitin_synth_2	4.7e-32	965	1039 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288341.1	1365	Chitin_synth_2	4.7e-32	636	935 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288341.1	1365	Chitin_synth_2	4.7e-32	965	1039 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288343.1	1365	Chitin_synth_2	4.7e-32	636	935 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288343.1	1365	Chitin_synth_2	4.7e-32	965	1039 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288344.1	1365	Chitin_synth_2	4.7e-32	636	935 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288344.1	1365	Chitin_synth_2	4.7e-32	965	1039 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288345.1	1365	Chitin_synth_2	4.7e-32	636	935 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_022288345.1	1365	Chitin_synth_2	4.7e-32	965	1039 uncharacterized protein LOC111100586 isoform X3 [Crassostrea virginica]
XP_030268286.1	1256	Chitin_synth_2	4.7e-32	626	863 chitin synthase chs-1-like [Sparus aurata]
XP_030268286.1	1256	Chitin_synth_2	4.7e-32	873	977 chitin synthase chs-1-like [Sparus aurata]
XP_022288338.1	1417	Chitin_synth_2	5.4e-32	688	987 uncharacterized protein LOC111100586 isoform X1 [Crassostrea virginica]
XP_022288338.1	1417	Chitin_synth_2	5.4e-32	1017	1091 uncharacterized protein LOC111100586 isoform X1 [Crassostrea virginica]
XP_038649191.1	1219	Chitin_synth_2	6.1e-32	614	860 chitin synthase chs-2-like [Scyliorhinus canicula]
XP_038649191.1	1219	Chitin_synth_2	6.1e-32	915	1009 chitin synthase chs-2-like [Scyliorhinus canicula]
XP_025102500.1	1759	Chitin_synth_2	6.5e-32	807	1042 chitin synthase chs-2-like isoform X1 [Pomacea canaliculata]
XP_025102500.1	1759	Chitin_synth_2	6.5e-32	1049	1141 chitin synthase chs-2-like isoform X1 [Pomacea canaliculata]
XP_043552707.1	1193	Chitin_synth_2	8.8e-32	587	843 chitin synthase chs-2-like [Chiloscyllium plagiosum]
XP_043552707.1	1193	Chitin_synth_2	8.8e-32	887	987 chitin synthase chs-2-like [Chiloscyllium plagiosum]
XP_045183292.2	1308	Chitin_synth_2	8.9e-32	427	486 uncharacterized protein LOC123541764 isoform X4 [Mercenaria mercenaria]
XP_045183292.2	1308	Chitin_synth_2	8.9e-32	579	829 uncharacterized protein LOC123541764 isoform X4 [Mercenaria mercenaria]
XP_045183292.2	1308	Chitin_synth_2	8.9e-32	859	930 uncharacterized protein LOC123541764 isoform X4 [Mercenaria mercenaria]
XP_053386789.1	1308	Chitin_synth_2	8.9e-32	427	486 uncharacterized protein LOC123541764 isoform X4 [Mercenaria mercenaria]
XP_053386789.1	1308	Chitin_synth_2	8.9e-32	579	829 uncharacterized protein LOC123541764 isoform X4 [Mercenaria mercenaria]
