#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_049270093.1       -           2170 Chitin_synth_2       PF03142.18   527   1.4e-50  183.0  15.7   1   4   7.6e-26   4.8e-22   88.9   0.0   203   419   707   911   671   943 0.83 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1       -           2170 Chitin_synth_2       PF03142.18   527   1.4e-50  183.0  15.7   2   4       7.4   4.6e+04    3.2   4.4   401   501   946  1049   930  1063 0.66 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1       -           2170 Chitin_synth_2       PF03142.18   527   1.4e-50  183.0  15.7   3   4   4.7e-26   2.9e-22   89.6   0.2   203   424  1452  1662  1445  1712 0.78 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1       -           2170 Chitin_synth_2       PF03142.18   527   1.4e-50  183.0  15.7   4   4       7.2   4.5e+04    3.2   4.0   403   505  1693  1798  1674  1808 0.64 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527     1e-48  176.9  20.5   1   4   4.4e-25   2.8e-21   86.4   0.0   203   437   312   532   301   547 0.86 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527     1e-48  176.9  20.5   2   4    0.0033        21   14.2   0.4   434   501   594   658   550   670 0.65 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527     1e-48  176.9  20.5   3   4   1.2e-22   7.4e-19   78.4   0.2   199   451  1569  1806  1565  1836 0.77 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2       -           2324 Chitin_synth_2       PF03142.18   527     1e-48  176.9  20.5   4   4      0.13     8e+02    9.0   3.3   397   504  1812  1918  1803  1926 0.66 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_023931130.1       -            668 Chitin_synth_2       PF03142.18   527   1.6e-44  163.1   0.1   1   2   1.4e-31   8.7e-28  107.9   0.0   204   445   304   532   297   543 0.84 uncharacterized protein LOC106167634, partial [Lingula anatina]
XP_023931130.1       -            668 Chitin_synth_2       PF03142.18   527   1.6e-44  163.1   0.1   2   2     1e-14   6.6e-11   52.2   0.0   204   292   563   649   557   655 0.90 uncharacterized protein LOC106167634, partial [Lingula anatina]
